top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	Experiment	SampleName	BioSample	SRAStudy	BioProject	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	LibraryLayout	LibraryStrategy	LibrarySource	Platform	Model	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	first_public	last_updated	age	altitude	cell_line	cell_type	disease	environment_biome	host	host_body_site	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor	broker_name	center_name	experiment_title	library_name	library_selection	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	dev_stage	environment_feature	environment_material	environmental_medium	environmental_sample	host_genotype	host_phenotype	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibrarySelection	InsertSize	InsertDev	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
Tumor	no	no	no	no	unknown	unknown	SRR34740727						PRJNA1297779	SRP604074	SRX29874614	SAMN50237135	SRS25976940						Illumina NovaSeq X	PAIRED	RNA-Seq	TRANSCRIPTOMIC	44902548	6825187296	2025-08-05	2025-08-05			RH1	human sarcoma cancer cell										human sarcoma cancer cell					Illumina NovaSeq X sequencing: GSM9137079: RH1 hybrid rep2 Homo sapiens RNA-Seq	GSM9137079	cDNA	Homo sapiens	missing	A Microcavity-Based Sarcoma Spheroid Model for Drug Efficacy and Mechanism Analysis Using Cost-effective 3D Printing Technology	RH1 hybrid rep2		ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/027/SRR34740727/SRR34740727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR347/027/SRR34740727/SRR34740727_2.fastq.gz																																											
Cell line	yes	no	no	no	unknown	unknown	SRR35159972						PRJNA1311544	SRP613698	SRX30265136	SAMN50811731	SRS26316047						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205048: A673,IC50,48h,Rep3 Homo sapiens RNA-Seq	GSM9205048	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159973						PRJNA1311544	SRP613698	SRX30265136	SAMN50811731	SRS26316047						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205048: A673,IC50,48h,Rep3 Homo sapiens RNA-Seq	GSM9205048	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159974						PRJNA1311544	SRP613698	SRX30265136	SAMN50811731	SRS26316047						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	17950725	5069895104	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205048: A673,IC50,48h,Rep3 Homo sapiens RNA-Seq	GSM9205048	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations			ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/074/SRR35159974/SRR35159974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/074/SRR35159974/SRR35159974_2.fastq.gz																																											
Cell line	yes	no	no	no	unknown	unknown	SRR35159975						PRJNA1311544	SRP613698	SRX30265136	SAMN50811731	SRS26316047						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205048: A673,IC50,48h,Rep3 Homo sapiens RNA-Seq	GSM9205048	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159976						PRJNA1311544	SRP613698	SRX30265135	SAMN50811732	SRS26316045						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205047: A673,IC50,48h,Rep2 Homo sapiens RNA-Seq	GSM9205047	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159977						PRJNA1311544	SRP613698	SRX30265135	SAMN50811732	SRS26316045						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	7275019	2030073415	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205047: A673,IC50,48h,Rep2 Homo sapiens RNA-Seq	GSM9205047	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations			ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/077/SRR35159977/SRR35159977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/077/SRR35159977/SRR35159977_2.fastq.gz																																											
Cell line	yes	no	no	no	unknown	unknown	SRR35159978						PRJNA1311544	SRP613698	SRX30265135	SAMN50811732	SRS26316045						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205047: A673,IC50,48h,Rep2 Homo sapiens RNA-Seq	GSM9205047	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159979						PRJNA1311544	SRP613698	SRX30265135	SAMN50811732	SRS26316045						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205047: A673,IC50,48h,Rep2 Homo sapiens RNA-Seq	GSM9205047	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159980						PRJNA1311544	SRP613698	SRX30265134	SAMN50811733	SRS26316046						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	7873507	2239814140	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205046: A673,IC50,48h,Rep1 Homo sapiens RNA-Seq	GSM9205046	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations			ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/080/SRR35159980/SRR35159980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR351/080/SRR35159980/SRR35159980_2.fastq.gz																																											
Cell line	yes	no	no	no	unknown	unknown	SRR35159981						PRJNA1311544	SRP613698	SRX30265134	SAMN50811733	SRS26316046						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205046: A673,IC50,48h,Rep1 Homo sapiens RNA-Seq	GSM9205046	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159982						PRJNA1311544	SRP613698	SRX30265134	SAMN50811733	SRS26316046						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205046: A673,IC50,48h,Rep1 Homo sapiens RNA-Seq	GSM9205046	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Cell line	yes	no	no	no	unknown	unknown	SRR35159983						PRJNA1311544	SRP613698	SRX30265134	SAMN50811733	SRS26316046						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	0	0	2025-09-21	2025-09-21																			Illumina NovaSeq 6000 sequencing: GSM9205046: A673,IC50,48h,Rep1 Homo sapiens RNA-Seq	GSM9205046	cDNA			RNA-SeqEZPZ: A Point-and-Click Pipeline for Comprehensive Transcriptomics Analysis with Interactive Visualizations																																														
Tumor	no	no	no	no	unknown	unknown	SRR35330555						PRJNA1322681	SRP618866	SRX30431302	SAMN51251517	SRS26465682						Illumina MiSeq	PAIRED	Bisulfite-Seq	GENOMIC	30552	8847964	2025-09-11	2025-09-11																		SUB15619774	Illumina MiSeq sequencing: BS-SEQ	ID21RT	size fractionation			DNA methylation analysis with nasal brushing for early diagnosis of sino-nasal malignant tumours			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/055/SRR35330555/SRR35330555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/055/SRR35330555/SRR35330555_2.fastq.gz																																											
Unknown	no	no	no	no	unknown	unknown	SRR35356244						PRJNA1327564	SRP619301	SRX30450833	SAMN51285060	SRS26485718						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	30450139	9135041700	2025-09-13	2025-09-13																		SUB15625629	Illumina NovaSeq 6000 sequencing: HOS-DOX CM1	HOS-DOX CM1	PCR			Spermidine Secreted by Apoptotic Cells Enhances Chemotherapy Resistance			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/044/SRR35356244/SRR35356244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/044/SRR35356244/SRR35356244_2.fastq.gz																																											
Unknown	no	no	no	no	unknown	unknown	SRR35356245						PRJNA1327564	SRP619301	SRX30450832	SAMN51285059	SRS26485717						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	27077151	8123145300	2025-09-13	2025-09-13																		SUB15625629	Illumina NovaSeq 6000 sequencing: HOS-CDP CM+SPD3	HOS-CDP CM+SPD3	PCR			Spermidine Secreted by Apoptotic Cells Enhances Chemotherapy Resistance			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/045/SRR35356245/SRR35356245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/045/SRR35356245/SRR35356245_2.fastq.gz																																											
Unknown	no	no	no	no	unknown	unknown	SRR35356246						PRJNA1327564	SRP619301	SRX30450831	SAMN51285058	SRS26485716						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	32050568	9615170400	2025-09-13	2025-09-13																		SUB15625629	Illumina NovaSeq 6000 sequencing: HOS-CDP CM+SPD2	HOS-CDP CM+SPD2	PCR			Spermidine Secreted by Apoptotic Cells Enhances Chemotherapy Resistance			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/046/SRR35356246/SRR35356246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/046/SRR35356246/SRR35356246_2.fastq.gz																																											
Unknown	no	no	no	no	unknown	unknown	SRR35356247						PRJNA1327564	SRP619301	SRX30450830	SAMN51285057	SRS26485715						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	26786479	8035943700	2025-09-13	2025-09-13																		SUB15625629	Illumina NovaSeq 6000 sequencing: HOS-CDP CM+SPD1	HOS-CDP CM+SPD1	PCR			Spermidine Secreted by Apoptotic Cells Enhances Chemotherapy Resistance			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/047/SRR35356247/SRR35356247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/047/SRR35356247/SRR35356247_2.fastq.gz																																											
Unknown	no	no	no	no	unknown	unknown	SRR35356248						PRJNA1327564	SRP619301	SRX30450829	SAMN51285056	SRS26485714						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	33757013	10127103900	2025-09-13	2025-09-13																		SUB15625629	Illumina NovaSeq 6000 sequencing: HOS-CDP CM3	HOS-CDP CM3	PCR			Spermidine Secreted by Apoptotic Cells Enhances Chemotherapy Resistance			ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/048/SRR35356248/SRR35356248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR353/048/SRR35356248/SRR35356248_2.fastq.gz																																											
