top_label	is_cell_line	is_bulk_sorted	is_control	adjacent_normal	barrett_grade	tissue_origin	run_accession	Experiment	SampleName	BioSample	SRAStudy	BioProject	study_accession	secondary_study_accession	experiment_accession	sample_accession	secondary_sample_accession	LibraryLayout	LibraryStrategy	LibrarySource	Platform	Model	instrument_model	library_layout	library_strategy	library_source	read_count	base_count	first_public	last_updated	age	altitude	cell_line	cell_type	disease	environment_biome	host	host_body_site	isolate	location	sex	strain	temperature	tissue_type	sampling_site	experimental_factor	broker_name	center_name	experiment_title	library_name	library_selection	scientific_name	collection_date	study_title	sample_title	submitted_ftp	fastq_ftp	dev_stage	environment_feature	environment_material	environmental_medium	environmental_sample	host_genotype	host_phenotype	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibrarySelection	InsertSize	InsertDev	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
Tumor	no	no	no	no	unknown	unknown	SRR32814048						PRJNA1240436	SRP572296	SRX28097526	SAMN47519216	SRS24454691						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	23853246	7155973800	2025-03-30	2025-03-30									treat		female			gallbladder				SUB15192865	Illumina NovaSeq 6000 sequencing: RNAseq of mice	5	PolyA	Mus musculus	missing	Targeting PGC-1a in Bladder Cancer: Unraveling Energy Metabolism Reprogramming for Therapeutic Intervention	sampleDE22-5		ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/048/SRR32814048/SRR32814048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/048/SRR32814048/SRR32814048_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR32814049						PRJNA1240436	SRP572296	SRX28097525	SAMN47519215	SRS24454690						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	22962166	6888649800	2025-03-30	2025-03-30									treat		female			gallbladder				SUB15192865	Illumina NovaSeq 6000 sequencing: RNAseq of mice	4	PolyA	Mus musculus	missing	Targeting PGC-1a in Bladder Cancer: Unraveling Energy Metabolism Reprogramming for Therapeutic Intervention	sampleDE22-4		ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/049/SRR32814049/SRR32814049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR328/049/SRR32814049/SRR32814049_2.fastq.gz																																											
Cell line	yes	no	no	no	unknown	unknown	SRR33263884						PRJNA1254299	SRP580603	SRX28509632	SAMN48109208	SRS24825948						Illumina HiSeq 4000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	34911905	10473571500	2025-05-01	2025-05-01			GB3	Gallbladder carcinoma										Cell Line					Illumina HiSeq 4000 sequencing: GSM8946659: GB3 Homo sapiens RNA-Seq	GSM8946659	cDNA	Homo sapiens	missing	Generation of a biliary tract cancer cell line atlas identifies molecular subtypes and therapeutic targets	GB3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/084/SRR33263884/SRR33263884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR332/084/SRR33263884/SRR33263884_2.fastq.gz																																											
Cell line	yes	yes	no	no	unknown	unknown	SRR33347436						PRJNA1256256	SRP581912	SRX28596559	SAMN48186681	SRS24879045						Illumina HiSeq 4000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	63844327	12896554054	2025-05-12	2025-05-12														Gallbladder Tumor					Illumina HiSeq 4000 sequencing: GSM8956084: IPIGALL001.T1.rna.tcell Homo sapiens RNA-Seq	GSM8956084	cDNA	Homo sapiens	missing	Multimodal delineation of a layer of effector function among exhausted CD8 T cells in tumors	IPIGALL001.T1.rna.tcell		ftp.sra.ebi.ac.uk/vol1/fastq/SRR333/036/SRR33347436/SRR33347436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR333/036/SRR33347436/SRR33347436_2.fastq.gz																																											
Cell line	yes	yes	no	no	unknown	unknown	SRR33347439						PRJNA1256256	SRP581912	SRX28596561	SAMN48186680	SRS24879046						Illumina HiSeq 4000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	35066618	10590118636	2025-05-12	2025-05-12														Gallbladder Tumor					Illumina HiSeq 4000 sequencing: GSM8956085: IPIGALL002.T1.rna.tcell Homo sapiens RNA-Seq	GSM8956085	cDNA	Homo sapiens	missing	Multimodal delineation of a layer of effector function among exhausted CD8 T cells in tumors	IPIGALL002.T1.rna.tcell		ftp.sra.ebi.ac.uk/vol1/fastq/SRR333/039/SRR33347439/SRR33347439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR333/039/SRR33347439/SRR33347439_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR35278514						PRJNA1320976	SRP617978	SRX30380615	SAMN51186625	SRS26420924						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	30836699	6229013198	2025-09-14	2025-09-14									PBM mucosa		female			gallbladder				SUB15607772	Illumina NovaSeq 6000 sequencing: RNA-seq of normal gallbladder with PBM	2024-2-22-2	PolyA	Homo sapiens	2024-02-22	Molecular insights into HER2/ERBB2 amplification and carcinogenesis in gallbladder cancer associated with pancreaticobiliary maljunction	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/014/SRR35278514/SRR35278514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/014/SRR35278514/SRR35278514_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR35278515						PRJNA1320976	SRP617978	SRX30380614	SAMN51186624	SRS26420923						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	42630829	8611427458	2025-09-14	2025-09-14									PBM mucosa		female			gallbladder				SUB15607772	Illumina NovaSeq 6000 sequencing: RNA-seq of normal gallbladder with PBM	2023-10-12-3	PolyA	Homo sapiens	2023-10-12	Molecular insights into HER2/ERBB2 amplification and carcinogenesis in gallbladder cancer associated with pancreaticobiliary maljunction	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/015/SRR35278515/SRR35278515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/015/SRR35278515/SRR35278515_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR35278516						PRJNA1320976	SRP617978	SRX30380613	SAMN51186623	SRS26420922						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	24233113	4895088826	2025-09-14	2025-09-14									PBM mucosa		female			gallbladder				SUB15607772	Illumina NovaSeq 6000 sequencing: RNA-seq of normal gallbladder with PBM	2023-9-20-6	PolyA	Homo sapiens	2023-09-20	Molecular insights into HER2/ERBB2 amplification and carcinogenesis in gallbladder cancer associated with pancreaticobiliary maljunction	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/016/SRR35278516/SRR35278516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/016/SRR35278516/SRR35278516_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR35278517						PRJNA1320976	SRP617978	SRX30380612	SAMN51186622	SRS26420921						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	21313988	6436824376	2025-09-14	2025-09-14									normal mucosa		female			gallbladder				SUB15607772	Illumina NovaSeq 6000 sequencing: RNA-seq of normal gallbladder	2024-06-14-2	PolyA	Homo sapiens	2024-06-14	Molecular insights into HER2/ERBB2 amplification and carcinogenesis in gallbladder cancer associated with pancreaticobiliary maljunction	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/017/SRR35278517/SRR35278517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/017/SRR35278517/SRR35278517_2.fastq.gz																																											
Tumor	no	no	no	no	unknown	unknown	SRR35278518						PRJNA1320976	SRP617978	SRX30380611	SAMN51186621	SRS26420920						Illumina NovaSeq 6000	PAIRED	RNA-Seq	TRANSCRIPTOMIC	20539206	4148919612	2025-09-14	2025-09-14									normal mucosa		female			gallbladder				SUB15607772	Illumina NovaSeq 6000 sequencing: RNA-seq of normal gallbladder	2023-11-28-2-2	PolyA	Homo sapiens	2023-11-28	Molecular insights into HER2/ERBB2 amplification and carcinogenesis in gallbladder cancer associated with pancreaticobiliary maljunction	Human sample from Homo sapiens		ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/018/SRR35278518/SRR35278518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/018/SRR35278518/SRR35278518_2.fastq.gz																																											
